word,vens-a,vens-b
accommodations,ạccồmmọdātiọns,ạccồ̳mmọdā̱tiọns
accommodative,ạccồmmọdātíve,ạccồ̱mmọdā̳tívḛ
accompanied,ạccòmpạnïed,ạccò̱mpạnïḛd
accompanies,ạccòmpạnïes,ạccò̱mpạnïḛs
accompaniment,ạccòmpanïmẹnt,ạccò̱mpa̰nïmẹnt
accompaniments,ạccòmpanïmẹnts,ạccò̱mpa̰nïmẹnts
accompanist,ạccòmpạnịst,ạccò̱mpạnịst
accompany,ạccòmpạnÿ,ạccò̱mpạnÿ
accompanying,ạccòmpạnÿíng,ạccò̱mpạnÿíng
accompli,ạccồmplï,ạccồ̱mplï
accomplice,ạccồmplịce,ạccồ̱mplịcḛ
accomplices,ạccồmplịcẹs,ạccồ̱mplịcẹs
accomplish,ạccồmplísh,ạccồ̱mplísh
accomplished,ạccồmplíshed,ạccồ̱mplíshed
accomplishes,ạccồmplíshés,ạccồ̱mplíshés
accomplishing,ạccồmplíshíng,ạccồ̱mplíshíng
accomplishment,ạccồmplíshmẹnt,ạccồ̱mplíshmẹnt
accomplishments,ạccồmplíshmẹnts,ạccồ̱mplíshmẹnts
accor,ẫccổr,ẫ̱ccổ̳r
accor's,ẫccor's,ẫ̱ccor's
accord,ạccổrd,ạccổ̱rd
accord's,ạccổrd's,ạccổ̱rd's
accordance,ạccổrdạnce,ạccổ̱rdạncḛ
accorded,ạccổrdéd,ạccổ̱rdéd
according,ạccổrdíng,ạccổ̱rdíng
accordingly,ạccổrdínglÿ,ạccổ̱rdínglÿ
accordion,ạccổrdïọn,ạccổ̱rdïọn
accordions,ạccổrdïọns,ạccổ̱rdïọns
accords,ạccổrds,ạccổ̱rds
accost,ạccổst,ạccổ̱st
accosted,ạccồstéd,ạccồ̱stéd
accosting,ạccồstíng,ạccồ̱stíng
account,ạccount,ạcco̱unt
account's,ạccount's,ạcco̱unt'̰s
accountability,ạccountạbílítÿ,ạcco̱unt̰ạbílítÿ
accountable,ạccountạble,ạcco̱unt̰ạblḛ
accountancy,ạccountạncÿ,ạcco̱untạncÿ
accountant,ạccountạnt,ạcco̱untạnt
accountant's,ạccountạnt's,ạcco̱untạnt'̰s
accountants,ạccountạnts,ạcco̱untạnts
accountants',ạccountạnts',ạcco̱untạnts'̰
accounted,ạccountẹd,ạcco̱unt̰ẹd
accountemp,ạccountẽmp,ạcco̱untẽ̳mp
accountemps,ạccountẽmps,ạcco̱untẽ̳mps
accounting,ạccountíng,ạcco̱unt̰íng
accounts,ạccounts,ạcco̱unts
accouterment,ạccoutermẹnt,ạcco̱utermẹnt
accouterments,ạccoutermẹnts,ạcco̱utermẹnts
accoutrement,ạccoutremẹnt,ạcco̱utrḛmẹnt
accoutrements,ạccoutremẹnts,ạcco̱utrḛmẹnts
accra,ầccrầ,ầ̱ccrầ̳
accredit,ạccrẽdịt,ạccrẽ̳dịt
accreditation,ạccrẽdịtātiọn,ạccrẽ̳dịtā̱tiọn
accreditations,ạccrẽdịtātiọns,ạccrẽ̳dịtā̱tiọns
accredited,ạccrẽdítéd,ạccrẽ̱dítéd
accrediting,ạccrẽdịtíng,ạccrẽ̱dịtíng
accreted,ạccrếtéd,ạccrế̱téd
accretion,ạccrếtiọn,ạccrế̱tiọn
accrual,ạccrüạl,ạccrü̱ạl
accruals,ạccrüạls,ạccrü̱ạls
accrue,ạccrüe,ạccrü̱ḛ
accrued,ạccrüed,ạccrü̱ḛd
accrues,ạccrües,ạccrü̱ḛs
accruing,ạccrüíng,ạccrü̱íng
accu,ẫccü,ẫ̱ccü
accuhealth,ẫccüheãlth,ẫ̱ccühḛã̳lth
accumulate,ạccümulāte,ạccü̱mulā̳tḛ
accumulated,ạccümulātéd,ạccü̱mulā̳téd
accumulates,ạccümulātes,ạccü̱mulā̳tḛs
accumulating,ạccümulātíng,ạccü̱mulā̳tíng
accumulation,ạccümulātiọn,ạccü̳mulā̱tiọn
accumulations,ạccümulātiọns,ạccü̳mulā̱tiọns
accumulative,ạccümulātíve,ạccü̱mulā̳tívḛ
accumulatively,ạccümulạtívelÿ,ạccü̱mulạtí̳vḛlÿ
accumulator,ạccümulātor,ạccü̱mulā̳tor
accumulators,ạccümulātors,ạccü̱mulā̳tors
accuracies,ẫccurạcïes,ẫ̱ccurạcïḛs
accuracy,ẫccurạcÿ,ẫ̱ccurạcÿ
accurate,ẫccurạte,ẫ̱ccurạtḛ
accurately,ẫccurạtelÿ,ẫ̱ccurạtḛlÿ
accuray,ẫccuray,ẫ̱ccura̳y
accuray's,ẫccuray's,ẫ̱ccura̳y's
accuride,ẫccurīde,ẫ̱ccurī̳dḛ
accursed,ẫccursed,ẫ̳ccu̱rsed
accurso,ầccŭrsō,ầccŭ̱rsō
accusation,ẫccüsātiọn,ẫ̳ccüsā̱tiọn
accusations,ẫccüsātiọns,ẫ̳ccüsā̱tiọns
accusative,ạccüsạtíve,ạccü̱sạtívḛ
accusatory,ạccüsạtổrÿ,ạccü̱sạtổ̳rÿ
accuse,ạccüse,ạccü̱sḛ
accused,ạccüsed,ạccü̱sḛd
accuser,ạccüser,ạccü̱ser
accusers,ạccüsers,ạccü̱sers
accuses,ạccüsés,ạccü̱sés
accusing,ạccüsíng,ạccü̱síng
accusingly,ạccüsínglÿ,ạccü̱sínglÿ
accustom,ạccùstọm,ạccù̱stọm
accustomed,ạccùstọmed,ạccù̱stọmḛd
accutane,ẫccütāne,ẫ̱ccütā̳nḛ
ace,āce,ā̱cḛ
acecomm,ācecồmm,ā̱cḛcồmm
aced,āced,ā̱ced
acer,ācer,ā̱cer
acerbic,ạcẽrbíc,ạcẽ̱rbíc
acero,ạcẽrō,ạcẽ̱rō
acerra,ạcẽrrạ,ạcẽ̱rr̰ạ
aces,ācés,ā̱cés
acetaminophen,ạcếtạmínọphẹn,ạcế̳tạmí̱nọphẹn
acetate,ẫcẹtāte,ẫ̱cẹtā̳tḛ
acetic,ạcếtíc,ạcế̱tíc
aceto,ầcẽtō,ầcẽ̱tō
acetochlor,ầcẽtōchlổr,ầcẽ̱tōch̰lổ̳r
acetone,ẫcẹtōne,ẫ̱cẹtō̳nḛ
acetosyringone,ạcẽtōsýríngổne,ạcẽ̳tōsý̱ríngổnḛ
acetylcholine,ạcếtỵlchōlïne,ạcế̳tỵlch̰ō̱lïnḛ
acetylene,ạcẽtỵlếne,ạcẽ̱tỵlế̳nḛ
acevedo,ẫcẹvēdō,ẫcẹvē̱dō
aceves,ầcēvẽs,ầcē̱vẽs
acey,āceÿ,ā̱cḛÿ
ach,āch,ā̱c̱ẖ
achaean,ạchaếạn,ạcha̰ế̱ạn
achatz,ẫchạtz,ẫ̱ch̰ạtz
ache,āche,ā̱ch̰ḛ
achebe,ầchēbế,ầchē̱bế
ached,āched,ā̱ch̰ed
achee,ạcheế,ạchḛế̱
achenbach,ẫchénbầch,ẫ̱ch̰énbầch̰
achenbaum,ẫchẹnbaum,ẫ̱ch̰ẹnba̳um
achene,ạchếne,ạch̰ế̱nḛ
achenes,ạchếnes,ạch̰ế̱nḛs
aches,āches,ā̱ch̰ḛs
acheson,ẫchẹsọn,ẫ̱chẹsọn
acheson's,ẫchẹsọn's,ẫ̱chẹsọn's
achesons,ẫchẹsọns,ẫ̱chẹsọns
achey,ẫcheÿ,ẫ̱chḛÿ
achieva,ạchïevạ,ạchï̱ḛvạ
achievable,ạchïevạble,ạchï̱ḛvạblḛ
achieve,ạchïeve,ạchï̱ḛvḛ
achieved,ạchïeved,ạchï̱ḛvḛd
achievement,ạchïevemẹnt,ạchï̱ḛvḛmẹnt
achievements,ạchïevemẹnts,ạchï̱ḛvḛmẹnts
achiever,ạchïever,ạchï̱ḛver
achievers,ạchïevers,ạchï̱ḛvers
achieves,ạchïeves,ạchï̱ḛvḛs
achieving,ạchïevíng,ạchï̱ḛvíng
achille,ạchíllế,ạch̰í̱llế
achilles,ạchíllếs,ạch̰í̱llếs
achilles',ạchíllếs',ạch̰í̱llếs'̰
aching,āchíng,ā̱ch̰íng
achingly,āchínglÿ,ā̱ch̰ínglÿ
achmed,ầchmẽd,ầ̱chmẽd
achoa,ạchōạ,ạchō̱ạ
achoa's,ạchōạ's,ạchō̱ạ's
achoo,ầchoo,ầ̳cho̱o
achor,āchor,ā̱ch̰or
achord,ẫchổrd,ẫ̱ch̰ổrd
achorn,ẫchorn,ẫ̱ch̰orn
achtenberg,ẫchtẽnberg,ẫ̱ch̰tẽnberg
achterberg,ẫchterberg,ẫ̱ch̰terberg
achy,āchÿ,ā̱ch̰ÿ
acid,ẫcịd,ẫ̱cịd
acidic,ạcídíc,ạcí̱díc
acidification,ạcídịfịcātiọn,ạcí̳dịfịcā̱tiọn
acidified,ạcídịfīed,ạcí̱dịfī̳ḛd
acidifies,ạcídịfīes,ạcí̱dịfī̳ḛs
acidify,ạcídịfȳ,ạcí̱dịfȳ̳
acidity,ạcídịtÿ,ạcí̱dịtÿ
acidly,ẫcịdlÿ,ẫ̱cịdlÿ
acidosis,ẫcịdōsịs,ẫ̳cịdō̱sịs
acids,ẫcịds,ẫ̱cịds
aciduria,ẫcịdŭrïạ,ẫ̳cịdŭ̱rïạ
acierno,ầcíernō,ầcí̱ḛrnō
ack,ẫck,ẫ̱ck
acker,ẫcker,ẫ̱cker
acker's,ẫcker's,ẫ̱cker's
ackerley,ẫckerleÿ,ẫ̱ckerlḛÿ
ackerly,ẫckerlÿ,ẫ̱ckerlÿ
ackerman,ẫckermạn,ẫ̱ckermạn
ackermann,ẫckermạnn,ẫ̱ckermạnn
ackermanville,ẫckermạnvílle,ẫ̱ckermạnvíllḛ
ackerson,ẫckersọn,ẫ̱ckersọn
ackert,ẫckert,ẫ̱ckert
ackhouse,ẫckhouse,ẫ̱ckho̳usḛ
ackland,ẫcklạnd,ẫ̱cklạnd
ackles,ẫckles,ẫ̱cklḛs
ackley,ẫckleÿ,ẫ̱cklḛÿ
acklin,ẫcklín,ẫ̱cklín
ackman,ẫckmạn,ẫ̱ckmạn
acknowledge,ẫcknồwlédge,ẫcknồ̱w̰lédgḛ
acknowledgeable,ẫcknồwlédgeạble,ẫcknồ̱w̰lédgḛạblḛ
acknowledged,ẫcknồwlédged,ẫcknồ̱w̰lédgḛd
acknowledgement,ẫcknồwlédgemẹnt,ẫcknồ̱w̰lédgḛmẹnt
acknowledgements,ẫcknồwlédgemẹnts,ẫcknồ̱w̰lédgḛmẹnts
acknowledges,ẫcknồwlédgés,ẫcknồ̱w̰lédgés
acknowledging,ẫcknồwlédgíng,ẫcknồ̱w̰lédgíng
acknowledgment,ẫcknồwlédgmẹnt,ẫcknồ̱w̰lédgmẹnt
acknowledgments,ẫcknồwlédgmẹnts,ẫcknồ̱w̰lédgmẹnts
ackroyd,ẫckroyd,ẫ̱ckro̳yd
ackroyd's,ẫckroyd's,ẫ̱ckro̳yd's
acm,ācm,ā̳c̳m̱
acmat,ẫcmẫt,ẫ̱cmẫt
acmat's,ẫcmẫt's,ẫ̱cmẫt'̰s
acme,ẫcmế,ẫ̱cmế
acme's,ẫcmế's,ẫ̱cmế's
acne,ẫcnế,ẫ̱cnế
acocella,ầcōcẽllạ,ầcōcẽ̱llạ
acoff,ẫcổff,ẫ̱cổff
acog,ạcổg,ạcổ̱g
acolyte,ẫcọlȳte,ẫ̱cọlȳ̳tḛ
acolytes,ẫcọlȳtes,ẫ̱cọlȳ̳tḛs
acord,ạcổrd,ạcổ̱rd
acordia,ạcổrdïạ,ạcổ̱rdïạ
acorn,ācổrn,ā̱cổrn
acorn's,ācổrn's,ā̱cổrn's
acorns,ācổrns,ā̱cổrns
acosta,ạcổstạ,ạcổ̱stạ
acott,ācổtt,ā̱cổtt
acoustic,ạcoustíc,ạco̱ustíc
acoustical,ạcoustícạl,ạco̱ustícạl
acoustically,ạcoustícallÿ,ạco̱ustíca̰llÿ
acoustics,ạcoustícs,ạco̱ustícs
acquaint,ạcquaint,ạcqua̱int
acquaintance,ạcquaintạnce,ạcqua̱intạncḛ
acquaintances,ạcquaintạncés,ạcqua̱intạncés
acquaintanceship,ạcquaintạnceshíp,ạcqua̱intạncḛshíp
acquainted,ạcquaintéd,ạcqua̱int̰éd
acquaviva,ầcquầvïvạ,ầcquầvï̱vạ
acquiesce,ẫcquïẽsce,ẫ̳cquïẽ̱s̰cḛ
acquiesced,ẫcquïẽsced,ẫ̳cquïẽ̱s̰ced
acquiescence,ẫcquïẽscence,ẫ̳cquïẽ̱scḛncḛ
acquiescent,ẫcquïẽscent,ẫ̳cquïẽ̱scḛnt
acquiescing,ẫcquïẽscíng,ẫ̳cquïẽ̱s̰cíng
acquire,ạcquīre,ạcquī̱rḛ
acquired,ạcquīred,ạcquī̱rḛd
acquirer,ạcquīrer,ạcquī̱rer
acquirer's,ạcquīrer's,ạcquī̱rer's
acquirers,ạcquīrers,ạcquī̱rers
acquires,ạcquīres,ạcquī̱rḛs
acquiring,ạcquīríng,ạcquī̱ríng
acquisition,ẫcquịsítiọn,ẫ̳cquịsí̱tiọn
acquisition's,ẫcquịsítiọn's,ẫ̳cquịsí̱tiọn's
acquisitions,ẫcquịsítiọns,ẫ̳cquịsí̱tiọns
acquisitive,ạcquísịtíve,ạcquí̱sịtívḛ
acquit,ạcquít,ạcquí̱t
acquitaine,ẫcquítaine,ẫ̱cquíta̳inḛ
acquits,ạcquíts,ạcquí̱ts
acquittal,ạcquíttạl,ạcquí̱ttạl
acquittals,ạcquíttạls,ạcquí̱ttạls
acquitted,ạcquíttéd,ạcquí̱ttéd
acquitting,ạcquíttíng,ạcquí̱ttíng
acre,ācre,ā̱crḛ
acreage,ācreạge,ā̱crḛạgḛ
acree,ạcreế,ạcrḛế̱
acres,ācres,ā̱crḛs
acrey,ẫcreÿ,ẫ̱crḛÿ
acri,ầcrï,ầ̱crï
acrid,ẫcríd,ẫ̱críd
acrimonious,ẫcrịmōnïous,ẫ̳crịmō̱nïous
acrimony,ẫcrímōnÿ,ẫ̱crímō̳nÿ
acro,ẫcrō,ẫ̱crō
acrobat,ẫcrọbẫt,ẫ̱crọbẫ̳t
acrobatic,ẫcrọbẫtíc,ẫ̳crọbẫ̱tíc
acrobatics,ẫcrọbẫtícs,ẫ̳crọbẫ̱tícs
acrobats,ẫcrọbẫts,ẫ̱crọbẫ̳ts
acrolein,ẫcrōleïn,ẫ̱crōlḛï̳n
acronym,ẫcrọným,ẫ̱crọným
acronyms,ẫcrọnýms,ẫ̱crọnýms
acropolis,ạcrồpọlịs,ạcrồ̱pọlịs
across,ạcrổss,ạcrổ̱ss
acrylic,ạcrýlíc,ạcrý̱líc
acrylics,ạcrýlícs,ạcrý̱lícs
act,ẫct,ẫ̱ct
act's,ẫct's,ẫ̱ct'̰s
acta,ẫctầ,ẫ̱ctầ
actava,ẫctầvạ,ẫ̳ctầ̱vạ
actava's,ẫctầvạ's,ẫ̳ctầ̱vạ's
actavas,ẫctầvạs,ẫ̳ctầ̱vạs
acted,ẫctéd,ẫ̱ctéd
actel,ẫctẽl,ẫ̱ctẽl
actigall,ẫctígẩll,ẫ̱ctígẩll
actin,ẫctịn,ẫ̱ctịn
acting,ẫctíng,ẫ̱ctíng
actinide,ẫctínīde,ẫ̱ctínī̳dḛ
actinidia,ẫctínídïạ,ẫ̳ctíní̱dïạ
actinomycosis,ẫctínōmȳcōsís,ẫ̳ctí̳nōmȳ̳cō̱sís
action,ẫctiọn,ẫ̱ctiọn
action's,ẫctiọn's,ẫ̱ctiọn's
actionable,ẫctiọnạble,ẫ̱ctiọnạblḛ
actions,ẫctiọns,ẫ̱ctiọns
activase,ẫctívāse,ẫ̱ctívā̳sḛ
activate,ẫctịvāte,ẫ̱ctịvā̳tḛ
activated,ẫctịvātéd,ẫ̱ctịvā̳téd
activates,ẫctịvātes,ẫ̱ctịvā̳tḛs
activating,ẫctịvātíng,ẫ̱ctịvā̳tíng
activation,ẫctịvātiọn,ẫ̳ctịvā̱tiọn
activator,ẫctịvātor,ẫ̱ctịvā̳tor
active,ẫctíve,ẫ̱ctívḛ
active's,ẫctíve's,ẫ̱ctívḛ's
actively,ẫctívelÿ,ẫ̱ctívḛlÿ
actives,ẫctíves,ẫ̱ctívḛs
activision,ẫctívísiọn,ẫ̱ctíví̳siọn
activism,ẫctívísm,ẫ̱ctíví̳sm
activist,ẫctívíst,ẫ̱ctívíst
activists,ẫctívísts,ẫ̱ctívísts
activists',ẫctívísts',ẫ̱ctívísts'̰
activities,ẫctívítïes,ẫctí̱vítïḛs
activity,ẫctívítÿ,ẫctí̱vítÿ
actmedia,ẫctmếdïạ,ẫctmế̱dïạ
actodine,ẫctōdīne,ẫ̱ctōdī̳nḛ
acton,ẫctọn,ẫ̱ctọn
actor,ẫctor,ẫ̱ctor
actor's,ẫctor's,ẫ̱ctor's
actors,ẫctors,ẫ̱ctors
actors',ẫctors',ẫ̱ctors'̰
actress,ẫctrẹss,ẫ̱ctrẹss
actress's,ẫctrẹss's,ẫ̱ctrẹss's
actresses,ẫctrẹssés,ẫ̱ctrẹssés
acts,ẫcts,ẫ̱ct̰s
actual,ẫctuạl,ẫ̱ctuạl
actuality,ẫctüẫlịtÿ,ẫ̳ctüẫ̱lịtÿ̳
actualize,ẫctüạlīze,ẫ̱ctü̳ạlī̳zḛ
actually,ẫctuạllÿ,ẫ̱ctuạllÿ
actuarial,ẫctüãrïạl,ẫ̳ctü̳ã̱rïạl
actuaries,ẫctüãrïes,ẫ̱ctü̳ã̱rï̳ḛs
actuary,ẫctüãrÿ,ẫ̱ctüã̱rÿ̳
actuate,ẫctüāte,ẫ̱ctü̳ā̱tḛ
actuator,ẫctüātor,ẫ̱ctüā̳tor
actuators,ẫctüātors,ẫ̱ctüā̳tors
actus,ẫctụs,ẫ̱ctụs
acuff,ạcùff,ạcù̱ff
acuity,ạcuịtÿ,ạcu̱ịtÿ
acumen,ạcumẹn,ạcu̱mẹn
acuna,ầcünạ,ầcü̱nạ
acupuncture,ẫcupùncture,ẫ̱cupù̳ncturḛ
acura,ẫcứrạ,ẫ̱cứrạ
acura's,ẫcứrạ's,ẫ̱cứrạ's
acuras,ẫcứrạs,ẫ̱cứrạs
acuson,ẫcusọn,ẫ̳cu̱sọn
acustar,ẫcustầr,ẫ̱custầ̳r
acusyst,ẫcusýst,ẫ̱cusýst
acute,ạcute,ạcu̱tḛ
acutely,ạcutelÿ,ạcu̱tḛlÿ
acuteness,ạcutenẹss,ạcu̱tḛnẹss
acyclovir,ạcýclōvír,ạcý̱clōví̳r
ad,ẫd,ẫ̱d
ad's,ẫd's,ẫ̱d's
ad-hoc,ẫd-hồc,ẫ̱d-̰hồ̱c
ad-lib,ẫd-líb,ẫ̱d-̰lí̱b
ad-nauseam,ẫd-nausếầm,ẫ̱d-̰na̱usếầm
ad-nauseum,ẫd-nausếụm,ẫ̱d-̰na̱usếụm
ada,ādạ,ā̱dạ
ada's,ādạ's,ā̱dạ's
adabel,ẫdạbẽl,ẫ̱dạbẽl
adabelle,ẫdạbẹlle,ẫ̱dạbẹllḛ
adachi,ầdầchï,ầdầ̱ch̰ï
adage,ẫdáge,ẫ̱dágḛ
adagio,ạdầgïō,ạdầ̱gïō̳
adah,ẫdầh,ẫ̱dầh̰
adair,ạdair,ạda̱ir
adaire,ầdaire,ầda̱irḛ
adak,ạdẫk,ạdẫ̱k
adalah,ầdầlạh,ầdầ̱lạh̰
adalia,ầdầlïạ,ầdầ̱lïạ
adam,ẫdạm,ẫ̱dạm
adam's,ẫdạm's,ẫ̱dạm's
adamant,ẫdạmạnt,ẫ̱dạmạnt
adamantly,ẫdạmạntlÿ,ẫ̱dạmạntlÿ
adamcik,ầdạmcík,ầ̱dạmcík
adamczak,ầdạmczẫk,ầ̱dạmczẫk
adamczyk,ầdạmczýk,ầ̱dạmczýk
adame,ầdầmế,ầdầ̱mế
adamec,ạdầméc,ạdầ̱méc
adamek,ạdầmẽk,ạdầ̱mẽk
adames,ạdāmes,ạdā̱mḛs
adami,ầdầmï,ầdầ̱mï
adamik,ạdầmík,ạdầ̱mík
adamina,ầdầmïnạ,ầdầmï̱nạ
adamkus,ẫdạmkụs,ẫ̱dạmkụs
adamo,ầdầmō,ầdầ̱mō
adamowicz,ạdầmọwícz,ạdầ̱mọwícz
adams,ẫdạms,ẫ̱dạms
adams',ẫdạms',ẫ̱dạms'̰
adams's,ẫdạms's,ẫ̱dạms's
adamski,ạdẫmskï,ạdẫ̱mskï̳
adamson,ẫdạmsọn,ẫ̱dạmsọn
adamstown,ẫdạmstown,ẫ̱dạmsto̳wn
adan,ādạn,ā̱dạn
adapso,ạdẫpsō,ạdẫ̱psō
adapt,ạdẫpt,ạdẫ̱pt
adaptability,ạdẫptạbílịtÿ,ạdẫ̳ptạbí̱lịtÿ
adaptable,ạdẫptạble,ạdẫ̱ptạblḛ
adaptaplex,ạdẫptạplẽx,ạdẫ̱ptạplẽ̳x
adaptation,ẫdạptātiọn,ẫ̳dạptā̱tiọn
adaptations,ẫdạptātiọns,ẫ̳dạptā̱tiọns
adaptec,ạdẫptẽc,ạdẫ̱ptẽ̳c
adaptec's,ạdẫptẽc's,ạdẫ̱ptẽ̳c'̰s
adapted,ạdẫptéd,ạdẫ̱ptéd
adapter,ạdẫpter,ạdẫ̱pter
adapters,ạdẫpters,ạdẫ̱pters
adapting,ạdẫptíng,ạdẫ̱ptíng
adaptive,ạdẫptíve,ạdẫ̱ptívḛ
adaptor,ạdẫptor,ạdẫ̱ptor
adaptors,ạdẫptors,ạdẫ̱ptors
adapts,ạdẫpts,ạdẫ̱pts
adar,ạdầr,ạdầ̱r
adarand,ẫdạrẫnd,ẫ̱dạrẫ̳nd
adas,ādạs,ā̱dạs
aday,ạday,ạda̱y
adaza,ạdầzạ,ạdầ̱zạ
adblock,ẫdblồck,ẫ̱dblồ̳ck
adcock,ạdcồck,ạdcồ̱ck
adcox,ạdcồx,ạdcồ̱x
add,ẫdd,ẫ̱dd̰
addair,ạddair,ạdd̰a̱ir
addams,ẫddạms,ẫ̱dd̰ạms
added,ẫddéd,ẫ̱dd̰éd
addendum,ạddẽndụm,ạdd̰ẽ̱ndụm
addendums,ạddẽndụms,ạdd̰ẽ̱ndụms
addeo,ầddếō,ầ̱dd̰ếō
adder,ẫdder,ẫ̱dd̰er
adderley,ạdderleÿ,ạdd̰e̱rlḛÿ
addicks,ẫddícks,ẫ̱dd̰ícks
addict,ẫddíct,ẫ̱dd̰í̳ct
addicted,ạddíctéd,ạdd̰í̱ctéd
addicting,ạddíctíng,ạdd̰í̱ctíng
addiction,ạddíctiọn,ạdd̰í̱ctiọn
addictions,ạddíctiọns,ạdd̰í̱ctiọns
addictive,ạddíctíve,ạdd̰í̱ctívḛ
addicts,ẫddícts,ẫ̱dd̰í̳cts
addidas,ạddïdạs,ạdd̰ï̱dạs
addidas',ạddïdạs',ạdd̰ï̱dạs'̰
addidas's,ạddïdạs's,ạdd̰ï̱dạs's
addidases,ạddïdạsés,ạdd̰ï̱dạsés
addie,ẫddïe,ẫ̱dd̰ïḛ
adding,ẫddíng,ẫ̱dd̰íng
addington,ẫddíngtọn,ẫ̱dd̰íngtọn
addis,ầddís,ầ̱dd̰ís
addis-ababa,ầddïs-ạbầbầ,ầ̱dd̰ïs-̰ạbầ̱bầ
addison,ẫddísọn,ẫ̱dd̰ísọn
addison's,ẫddísọn's,ẫ̱dd̰ísọn's
addition,ạddítiọn,ạdd̰í̱tiọn
additional,ạddítionạl,ạdd̰í̱tio̰nạl
additionally,ạddítionạllÿ,ạdd̰í̱tio̰nạllÿ
additions,ạddítiọns,ạdd̰í̱tiọns
additive,ẫddítíve,ẫ̱dd̰ítívḛ
additives,ẫddítíves,ẫ̱dd̰ítívḛs
addle,ẫddle,ẫ̱ddlḛ
addled,ẫddled,ẫ̱ddlḛd
addleman,ẫddlemạn,ẫ̱ddlḛmạn
address,ạddrẽss,ạdd̰rẽ̱ss
addressable,ạddrẽssạble,ạdd̰rẽ̱ssạblḛ
addressed,ạddrẽssed,ạdd̰rẽ̱ssed
addressee,ẫddrẽsseế,ẫ̳dd̰rẽssḛế̱
addresses,ạddrẽssés,ạdd̰rẽ̱ssés
addressing,ạddrẽssíng,ạdd̰rẽ̱ssíng
adds,ẫdds,ẫ̱dd̰s
adduci,ầddücï,ầdd̰ü̱cï
adduct,ẫddụct,ẫ̱dd̰ụct
addwest,ẫddwẽst,ẫ̳dd̰wẽ̱st
addy,ẫddÿ,ẫ̱dd̰ÿ
addyston,ẫddÿstọn,ẫ̱dd̰ÿstọn
ade,āde,ā̱dḛ
adee,ạdếe,ạdế̱ḛ
adel,ạdẽl,ạdẽ̱l
adela,ạdẽlạ,ạdẽ̱lạ
adelaar,ẫdẹlầar,ẫ̱dẹlầ̳a̰r
adelaide,ẫdẹlaide,ẫ̱dẹla̳idḛ
adelanto,ẫdẹlầntō,ẫdẹlầ̱ntō
adelbert,ạdẽlbert,ạdẽ̱lbert
adele,ạdẽle,ạdẽ̱lḛ
adele's,ạdẽle's,ạdẽ̱lḛ's
adeline,ẫdẹlīne,ẫ̱dẹlī̳nḛ
adelizzi,ẫdẹlïzzï,ẫ̳dẹlï̱zzï
adell,ạdẽll,ạdẽ̱ll
adell's,ạdẽll's,ạdẽ̱ll's
adelle,ạdẽlle,ạdẽ̱llḛ
adelman,ãdẹlmạn,ã̱dẹlmạn
adelmann,ẫdẹlmạnn,ẫ̱dẹlmạnn
adelpha,ạdẽlphạ,ạdẽ̱lphạ
adelphi,ạdẽlphï,ạdẽ̱lphï
adelphia,ạdẽlphïạ,ạdẽ̱lphïạ
adelphia's,ạdẽlphïạ's,ạdẽ̱lphïạ's
adelsberger,ẫdélsberger,ẫ̱délsberger
adelson,ẫdẹlsọn,ẫ̱dẹlsọn
adelstein,ẫdẹlsteïn,ẫ̱dẹlstḛïn
aden,ādẹn,ā̱dẹn
adena,ẫdénạ,ẫ̱dénạ
adenauer,ẫdẹnauer,ẫ̱dẹna̳uḛr
adenine,ẫdẹnïne,ẫ̱dẹnï̳nḛ
adenoid,ẫdẹnoid,ẫ̱dẹno̳id
adenoids,ẫdẹnoids,ẫ̱dẹno̳ids
adenoscan,ạdẽnọscẫn,ạdẽ̱nọscẫ̳n
adenosine,ạdẽnọsïne,ạdẽ̱nọsï̳nḛ
adenovirus,ạdẽnọvīrụs,ạdẽ̱nọvī̳rụs
adept,ạdẽpt,ạdẽ̱pt
adequacy,ẫdẹqüạcÿ,ẫ̱dẹqüạcÿ
adequate,ẫdẹqüāte,ẫ̱dẹqüā̳tḛ
adequately,ẫdẹqüátelÿ,ẫ̱dẹqüátḛlÿ
ader,āder,ā̱der
aderhold,ẫderhōld,ẫ̱derhōld
aderholt,ẫderhōlt,ẫ̱derhōlt
aderman,ẫdermạn,ẫ̱dermạn
ades,ādes,ā̱dḛs
adey,ādeÿ,ā̱dḛÿ
adger,ẫdger,ẫ̱dger
adham,ẫdhẫm,ẫ̱dhẫm
adhd,ādhd,ā̳d̳h̳ḏ
adhere,ạdhére,ạdhé̱rḛ
adhered,ẫdhéred,ẫdhé̱rḛd
adherence,ạdhérẹnce,ạdhé̱rẹncḛ
adherent,ạdhérẹnt,ạdhé̱rẹnt
adherents,ẫdhérẹnts,ẫdhé̱rẹnts
adheres,ạdhéres,ạdhé̱rḛs
adhering,ạdhéríng,ạdhé̱ríng
adhesion,ẫdhếsiọn,ẫdhế̱siọn
adhesive,ạdhếsíve,ạdhế̱sívḛ
adhesives,ạdhếsíves,ạdhế̱sívḛs
adia,ầdïạ,ầ̱dïạ
adid,ạdíd,ạdí̱d
adidas,ạdïdạs,ạdï̱dạs
adidas's,ạdïdạs's,ạdï̱dạs's
adieu,ạdieü,ạdḭḛü̱
adin,ạdín,ạdí̱n
adina,ầdïnạ,ầdï̱nạ
